"register","index","code","type","required","in_required","out_required","conditional_required","conditional_in_required","conditional_out_required","length","xsd_type","decimal","spec_type","spec_required","desc"
"C115","2","IND_CARGA","char","","","","","","","001","numeric_code","","N","","Indicador do tipo de transporte da carga coletada"
"C115","3","CNPJ_COL","char","","","","","","","014*","","","C","","Número do CNPJ do contribuinte do local de coleta"
"C115","4","IE_COL","char","","","","","","","014","","","C","","Inscrição Estadual do contribuinte do local de coleta"
"C115","5","CPF_COL","char","","","","","","","011*","numeric_code","","N","","CPF do contribuinte do local de coleta das mercadorias"
"C115","6","COD_MUN_COL","char","","","","","","","007*","numeric_code","","N","","Código do Município do local de coleta conforme tabela IBGE"
"C115","7","CNPJ_ENTG","char","","","","","","","014*","","","C","","Número do CNPJ do contribuinte do local de entrega"
"C115","8","IE_ENTG","char","","","","","","","014","","","C","","Inscrição Estadual do contribuinte do local de entrega"
"C115","9","CPF_ENTG","char","","","","","","","011*","numeric_code","","N","","CPF do contribuinte do local de entrega"
"C115","10","COD_MUN_ENTG","char","","","","","","","007*","numeric_code","","N","","Código do Município do local de entrega conforme tabela do IBGE"
"C116","2","COD_MOD","char","True","","","","","","002*","","","C","O","Código do modelo de Documento Fiscal"
"C116","3","NR_SAT","char","True","","","","","","009","numeric_code","","N","O","Número de série do Equipamento SAT"
"C116","4","CHV_CFE","char","True","","","","","","044*","","","C","O","Chave do Cupom Fiscal Eletrônico"
"C116","5","NUM_CFE","char","True","","","","","","006","numeric_code","","N","O","Número do cupom fiscal eletrônico"
"C116","6","DT_DOC","date","True","","","","","","008*","","","N","O","Data de Emissão do Documento Fiscal"
"C120","2","COD_DOC_IMP","char","","","","","","","001","","","C","","Documento de importação"
"C120","3","NUM_DOC_IMP","char","","","","","","","015","","","C","","Número do documento de Importação"
"C120","4","PIS_IMP","float","","","","","","","","","2","N","","Valor pago de PIS na importação"
"C120","5","COFINS_IMP","float","","","","","","","","","2","N","","Valor pago de COFINS na importação"
"C120","6","NUM_ACDRAW","char","","","","","","","020","","","C","","Número do Ato Concessório do regime Drawback"
"C130","2","VL_SERV_NT","float","","","","","","","","","2","N","","Valor dos serviços sob não-incidência ou não-tributados pelo ICMS"
"C130","3","VL_BC_ISSQN","float","","","","","","","","","2","N","","Valor da base de cálculo do ISSQN"
"C130","4","VL_ISSQN","float","","","","","","","","","2","N","","Valor do ISSQN"
"C130","5","VL_BC_IRRF","float","","","","","","","","","2","N","","Valor da base de cálculo do Imposto de Renda Retido na Fonte"
"C130","6","VL_IRRF","float","","","","","","","","","2","N","","Valor do Imposto de Renda Retido na Fonte"
"C130","7","VL_BC_PREV","float","","","","","","","","","2","N","","Valor da base de cálculo de retenção da Previdência Social"
"C130","8","VL_PREV","float","","","","","","","","","2","N","","Valor destacado para retenção da Previdência Social"
"C140","2","IND_EMIT","char","True","","","","","","001*","","","C","O","Indicador do emitente do título"
"C140","3","IND_TIT","char","True","","","","","","002*","","","C","O","Tipo de título de crédito"
"C140","4","DESC_TIT","char","","","","","","","","","","C","","Descrição complementar do título de crédito"
"C140","5","NUM_TIT","char","True","","","","","","","","","C","O","Número do título de crédito"
"C140","6","QTD_PARC","char","True","","","","","","002","numeric_code","","N","O","Quantidade de parcelas a receber/pagar"
"C140","7","VL_TIT","float","True","","","","","","","","2","N","O","Valor total dos títulos de créditos"
"C141","2","NUM_PARC","char","True","","","","","","002","numeric_code","","N","O","Número da parcela a receber/pagar"
"C141","3","DT_VCTO","date","True","","","","","","008*","","","D","O","Data de vencimento da parcela"
"C141","4","VL_PARC","float","True","","","","","","","","2","N","O","Valor da parcela a receber/pagar"
"C160","2","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - transportador, se houver"
"C160","3","VEIC_ID","char","","","","","","","007*","","","C","","Placa de identificação do veículo"
"C160","4","QTD_VOL","int","","","","","","","","","","N","","Quantidade de volumes transportados"
"C160","5","PESO_BRT","float","","","","","","","","","2","N","","Peso bruto dos volumes transportados (em Kg)"
"C160","6","PESO_LIQ","float","","","","","","","","","2","N","","Peso líquido dos volumes transportados (em Kg)"
"C160","7","UF_ID","char","","","","","","","002","","","C","","Sigla da UF da placa do veículo"
"C165","2","COD_PART","char","","","","","","","060","","","C","","Código do participante (campo 02 do Registro 0150): - transportador, se houver"
"C165","3","VEIC_ID","char","True","","","","","","007*","","","C","O","Placa de identificação do veículo"
"C165","4","COD_AUT","char","","","","","","","","","","C","","Código da autorização fornecido pela SEFAZ (combustíveis)"
"C165","5","NR_PASSE","char","","","","","","","","","","C","","Número do Passe Fiscal"
"C165","6","HORA","char","","","","","","","006*","numeric_code","","N","","Hora da saída das mercadorias"
"C165","7","TEMPER","float","","","","","","","","","1","N","","Temperatura em graus Celsius utilizada para quantificação do volume de combustível"
"C165","8","QTD_VOL","int","True","","","","","","","","","N","O","Quantidade de volumes transportados"
"C165","9","PESO_BRT","float","True","","","","","","","","2","N","O","Peso bruto dos volumes transportados (em Kg)"
"C165","10","PESO_LIQ","float","True","","","","","","","","2","N","O","Peso líquido dos volumes transportados (em Kg)"
"C165","11","NOM_MOT","char","","","","","","","060","","","C","","Nome do motorista"
"C165","12","CPF","char","","","","","","","011*","numeric_code","","N","","CPF do motorista"
"C165","13","UF_ID","char","","","","","","","002","","","C","","Sigla da UF da placa do veículo"
"C170","2","NUM_ITEM","char","True","","","","","","003","numeric_code","","N","O","Número seqüencial do item no documento fiscal"
"C170","3","COD_ITEM","char","True","","","","","","060","","","C","O","Código do item (campo 02 do Registro 0200)"
"C170","4","DESCR_COMPL","char","","","","","","","","","","C","","Descrição complementar do item como adotado no documento fiscal"
"C170","5","QTD","float","True","","","","","","","","5","N","O","Quantidade do item"
"C170","6","UNID","char","True","","","","","","006","","","C","O","Código da unidade de medida do item(Campo 02 do registro 0190)"
"C170","7","VL_ITEM","float","True","","","","","","","","2","N","O","Valor total do item"
"C170","8","VL_DESC","float","","","","","","","","","2","N","","Valor do desconto comercial"
"C170","9","IND_MOV","char","True","","","","","","001","","","C","O","Movimentação física do ITEM/PRODUTO"
"C170","10","CST_ICMS","char","True","","","","","","003*","numeric_code","","N","O","Código da Situação Tributária, referente ao ICMS, conforme Tabela Código da Situação Tributária - CST (ICMS)"
"C170","11","CFOP","char","True","","","","","","004*","numeric_code","","N","O","Código Fiscal de Operação e Prestação"
"C170","12","COD_NAT","char","","","","","","","010","","","C","","Código da natureza da operação (campo 02 do registro 0400)"
"C170","13","VL_BC_ICMS","float","","","","","","","","","2","N","","Valor da base de cálculo do ICMS"
"C170","14","ALIQ_ICMS","float","","","","","","","006","","2","N","","Alíquota do ICMS"
"C170","15","VL_ICMS","float","","","","","","","","","2","N","","Valor do ICMS creditado/debitado"
"C170","16","VL_BC_ICMS_ST","float","","","","","","","","","2","N","","Valor da base de cálculo referente à substituição tributária"
"C170","17","ALIQ_ST","float","","","","","","","006","","2","N","","Alíquota do ICMS da substituição tributária na unidade da federação de destino"
"C170","18","VL_ICMS_ST","float","","","","","","","","","2","N","","Valor do ICMS referente à substituição tributária"
"C170","19","IND_APUR","char","","","","","","","001*","","","C","","Indicador de período de apuração do IPI"
"C170","20","CST_IPI","char","","","","","","","002*","","","C","","Código da Situação Tributária referente ao IPI, conforme Tabela Código de Tributação do IPI – CST_IPI: Tabela publicada pela RFB"
"C170","21","COD_ENQ","char","","","","","","","003*","","","C","","Código de enquadramento legal do IPI, conforme Tabela Código de Enquadramento Legal do IPI – Tabela publicada pela RFB"
"C170","22","VL_BC_IPI","float","","","","","","","","","2","N","","Valor da base de cálculo do IPI"
"C170","23","ALIQ_IPI","float","","","","","","","006","","2","N","","Alíquota do IPI"
"C170","24","VL_IPI","float","","","","","","","","","2","N","","Valor do IPI creditado/debitado"
"C170","25","CST_PIS","char","","","","","","","002*","numeric_code","","N","","Código da Situação Tributária referente ao PIS, conforme Tabela Código de Situação Tributária do PIS – Tabela publicada pela RFB"
"C170","26","VL_BC_PIS","float","","","","","","","","","2","N","","Valor da base de cálculo do PIS"
"C170","27","ALIQ_PIS_PERC","float","","","","","","","008","","4","N","","Alíquota do PIS (em percentual)"
"C170","28","QUANT_BC_PIS","float","","","","","","","","","3","N","","Quantidade – Base de cálculo PIS"
"C170","29","ALIQ_PIS_REAIS","float","","","","","","","","","4","N","","Alíquota do PIS (em reais)"
"C170","30","VL_PIS","float","","","","","","","","","2","N","","Valor do PIS"
"C170","31","CST_COFINS","char","","","","","","","002*","numeric_code","","N","","Código da Situação Tributária referente a COFINS, conforme Tabela Código de Situação Tributária da COFINS – Tabela publicada pela RFB"
"C170","32","VL_BC_COFINS","float","","","","","","","","","2","N","","Valor da base de cálculo da COFINS"
"C170","33","ALIQ_COFINS_PERC","float","","","","","","","008","","4","N","","Alíquota da COFINS (em percentual)"
"C170","34","QUANT_BC_COFINS","float","","","","","","","","","3","N","","Quantidade – Base de cálculo COFINS"
"C170","35","ALIQ_COFINS_REAIS","float","","","","","","","","","4","N","","Alíquota da COFINS (em reais)"
"C170","36","VL_COFINS","float","","","","","","","","","2","N","","Valor da COFINS"
"C170","37","COD_CTA","char","","","","","","","","","","C","","Código da conta analítica contábil debitada/creditada"
"C170","38","VL_ABAT_NT","float","","","","","","","","","2","N","","Valor do abatimento não tributado e não comercial"
"C171","2","NUM_TANQUE","char","","","","","","","003","","","C","","Tanque onde foi armazenado o combustível"
"C171","3","QTDE","float","","","","","","","","","3","N","","Quantidade ou volume armazenado"
"C172","2","VL_BC_ISSQN","float","","","","","","","","","2","N","","Valor da base de cálculo do ISSQN"
"C172","3","ALIQ_ISSQN","float","","","","","","","006","","2","N","","Alíquota do ISSQN"
"C172","4","VL_ISSQN","float","","","","","","","","","2","N","","Valor do ISSQN"
"C173","2","LOTE_MED","char","True","","","","","","","","","C","O","Número do lote de fabricação do medicamento"
"C173","3","QTD_ITEM","float","True","","","","","","","","3","N","O","Quantidade de item por lote"
"C173","4","DT_FAB","date","True","","","","","","008*","","","D","O","Data de fabricação do medicamento"
"C173","5","DT_VAL","date","True","","","","","","008*","","","D","O","Data de expiração da validade do medicamento"
"C173","6","IND_MED","char","True","","","","","","001*","","","C","O","Indicador de tipo de referência da base de cálculo do ICMS (ST) do produto farmacêutico"
