"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"G990","pva","2","QTD_LIN_G","Quantidade total de linhas do Bloco G","N","","","O","",""
"H001","pva","1","REG","Texto fixo contendo “H001”","C","004*","","O","",""
"H001","pva","2","IND_MOV","Indicador de movimento","C","001","","O","",""
"H005","pva","1","REG","Texto fixo contendo “H005”","C","004*","","OC","",""
"H005","pva","2","DT_INV","Data do inventário","D","008*","","O","",""
"H005","pva","3","VL_INV","Valor total do estoque","N","","2","O","",""
"H005","pva","4","MOT_INV","Informe o motivo do Inventário: 01 – No final no período; 02 – Na mudança de forma de tributação da mercadoria (ICMS); 03 – Na solicitação da baixa cadastral, paralisação temporária; 04 – Na alteração de regime de pagamento – condição do contribuinte; 05 – Por determinação dos fiscos","C","002*","","O","",""
"H010","pva","1","REG","Texto fixo contendo “H010”","C","004*","","","",""
"H010","pva","2","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","O","",""
"H010","pva","3","UNID","Unidade do item (Campo 06 do registro 0200)","C","006","","O","",""
"H010","pva","4","QTD","Quantidade do item","N","","3","O","",""
"H010","pva","5","VL_UNIT","Valor unitário do item","N","","6","O","",""
"H010","pva","6","VL_ITEM","Valor do item","N","","2","O","",""
"H010","pva","7","IND_PROP","Indicador de propriedade/posse do item","C","001","","O","",""
"H010","pva","8","COD_PART","Código do participante (campo 02 do Registro 0150): - proprietário/possuidor que não seja o informante do arquivo","C","060","","","",""
"H010","pva","9","TXT_COMPL","Descrição complementar","C","","","","",""
"H010","pva","10","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","","",""
"H010","pva","11","VL_ITEM_IR","Valor do item para efeitos do Imposto de Renda","N","","2","","",""
"H020","pva","1","REG","Texto fixo contendo “H020”","C","004*","","","",""
"H020","pva","2","CST_ICMS","Código da Situação Tributária referente ao ICMS, conforme a Tabela indicada no item 4.3.1","N","003*","","O","",""
"H020","pva","3","BL_ICMS","Informe a base de cálculo do ICMS","N","","2","O","",""
"H020","pva","4","VL_ICMS","Informe o valor do ICMS a ser debitado ou creditado","N","","2","O","",""
"H030","pva","1","REG","Texto fixo contendo “H030”","C","004*","","","",""
"H030","pva","2","VL_ICMS_OP","Valor médio unitário do ICMS OP","N","","6","O","",""
"H030","pva","3","VL_BC_ICMS_ST","Valor médio unitário da Base de Cálculo do ICMS ST, incluindo FCP ST","N","","6","O","",""
"H030","pva","4","VL_ICMS_ST","Valor médio unitário do ICMS ST","N","","6","O","",""
"H030","pva","5","VL_FCP","Valor médio unitário de FCP ST","N","","6","O","",""
"H990","pva","1","REG","Texto fixo contendo “H990”","C","004*","","O","",""
"H990","pva","2","QTD_LIN_H","Quantidade total de linhas do Bloco H","N","","","O","",""
"K001","pva","1","REG","Texto fixo contendo “K001”","C","004*","","O","",""
"K001","pva","2","IND_MOV","Indicador de movimento","N","001","","O","",""
"K010","pva","1","REG","Texto fixo contendo “K010”","C","004*","","OC","",""
"K010","pva","2","IND_TP_LEIAUTE","Indicador de tipo de leiaute adotado:(0-Leiaute simplificado/1-Leiaute completo)","N","001*","","O","",""
"K100","pva","1","REG","Texto fixo contendo “K100”","C","004*","","","",""
"K100","pva","2","DT_INI","Data inicial a que a apuração se refere","D","008*","","O","",""
"K100","pva","3","DT_FIN","Data final a que a apuração se refere","D","008*","","O","",""
"K200","pva","1","REG","Texto fixo contendo “K200”","C","004*","","","",""
"K200","pva","2","DT_EST","Data do estoque final","D","008*","","O","",""
"K200","pva","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","O","",""
"K200","pva","4","QTD","Quantidade em estoque","N","017","3","O","",""
"K200","pva","5","IND_EST","Indicador do tipo de estoque","C","001","","O","",""
"K200","pva","6","COD_PART","Código do participante (campo 02 do Registro 0150):- proprietário/possuidor que não seja o informante do arquivo","C","060","","","",""
"K210","pva","1","REG","Texto fixo contendo “K210”","C","004*","","","",""
"K210","pva","2","DT_INI_OS","Data de início da ordem de serviço","D","008*","","","",""
"K210","pva","3","DT_FIN_OS","Data de conclusão da ordem de serviço","D","008*","","","",""
"K210","pva","4","COD_DOC_OS","Código de identificação da ordem de serviço","C","030","","","",""
"K210","pva","5","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","060","","O","",""
"K210","pva","6","QTD_ORI","Quantidade de origem - saída do estoque","N","","6","O","",""
"K215","pva","1","REG","Texto fixo contendo “K215”","C","004*","","","",""
"K215","pva","2","COD_ITEM_DEST"," Código do item de destino (campo 02 do Registro 0200)","C","060","","O","",""
"K215","pva","3","QTD_DES","Quantidade de destino – entrada em estoque","N","","6","O","",""
"K220","pva","1","REG","Texto fixo contendo “K220”","C","004*","","","",""
"K220","pva","2","DT_MOV","Data da movimentação interna","D","008*","","O","",""
"K220","pva","3","COD_ITEM_ORI","Código do item de origem (campo 02 do Registro 0200)","C","060","","O","",""
"K220","pva","4","COD_ITEM_DEST","Código do item de destino (campo 02 do Registro 0200)","C","060","","O","",""
"K220","pva","5","QTD_ORI","Quantidade movimentada do item de origem codificado no campo 03","N","017","6","O","",""
"K220","pva","6","QTD_DEST","Quantidade movimentada do item de destino codificado no campo 04","N","017","6","O","",""
"K230","pva","1","REG","Texto fixo contendo “K230”","C","004*","","","",""
"K230","pva","2","DT_INI_OP","Data de início da ordem de produção","D","008*","","","",""
"K230","pva","3","DT_FIN_OP","Data de conclusão da ordem de produção","D","008*","","","",""
"K230","pva","4","COD_DOC_OP","Código de identificação da ordem de produção","C","030","","","",""
"K230","pva","5","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","060","","O","",""
"K230","pva","6","QTD_ENC","Quantidade de produção acabada","N","017","6","O","",""
"K235","pva","1","REG","Texto fixo contendo “K235”","C","004*","","","",""
"K235","pva","2","DT_SAIDA","Data de saída do estoque para alocação ao produto","D","008*","","O","",""
"K235","pva","3","COD_ITEM","Código do item componente/insumo (campo 02 do Registro 0200)","C","060","","O","",""
"K235","pva","4","QTD","Quantidade consumida do item","N","017","6","O","",""
"K235","pva","5","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","","","","",""
"K250","pva","1","REG","Texto fixo contendo “K250”","C","004*","","","",""
"K250","pva","2","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","D","008*","","O","",""
"K250","pva","3","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","060","","O","",""
"K250","pva","4","QTD","Quantidade produzida","N","017","6","O","",""
"K255","pva","1","REG","Texto fixo contendo “K255”","C","004*","","OC","",""
"K255","pva","2","DT_CONS","Data do reconhecimento do consumo do insumo (referente ao produto informado no campo 04 do Registro K250) ","D","008*","","O","",""
"K255","pva","3","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","060","","O","",""
"K255","pva","4","QTD","Quantidade de consumo do insumo","N","017","6","O","",""
"K255","pva","5","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição (campo 02 do Registro 0210)","C","060","","","",""
"K260","pva","1","REG","Texto fixo contendo “K260”","C","004*","","","",""
"K260","pva","2","COD_OP_OS"," Código de identificação da ordem de produção, no reprocessamento, ou da ordem de serviço, no reparo","C","030","","","",""
"K260","pva","3","COD_ITEM","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","","O","",""
"K260","pva","4","DT_SAIDA"," Data de saída do estoque","D","008*","","O","",""
"K260","pva","5","QTD_SAIDA","Quantidade de saída do estoque","N","","6","O","",""
"K260","pva","6","DT_RET","Data de retorno ao estoque (entrada)","D","008*","","","",""
"K260","pva","7","QTD_RET","Quantidade de retorno ao estoque (entrada)","N","","6","","",""
"K265","pva","1","REG","Texto fixo contendo “K265”","C","004*","","","",""
"K265","pva","2","COD_ITEM","Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","","O","",""
"K265","pva","3","QTD_CONS","Quantidade consumida – saída do estoque","N","","6","","",""
"K265","pva","4","QTD_RET","Quantidade retornada – entrada em estoque","N","","6","","",""
"K270","pva","1","REG","Texto fixo contendo “K270”","C","004*","","","",""
"K270","pva","2","DT_INI_AP"," Data inicial do período de apuração em que ocorreu o apontamento que está sendo corrigido","D","008*","","","",""
"K270","pva","3","DT_FIN_AP","Data final do período de apuração em que ocorreu o apontamento que está sendo corrigido","D","008*","","","",""
"K270","pva","4","COD_OP_OS","Código de identificação da ordem de produção ou da ordem de serviço que está sendo corrigida","C","030","","","",""
"K270","pva","5","COD_ITEM"," Código da mercadoria que está sendo corrigido (campo 02 do Registro 0200)","C","060","","O","",""
"K270","pva","6","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","","6","","",""
"K270","pva","7","QTD_COR_NEG","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior","N","","6","","",""
"K270","pva","8","ORIGEM","Origem do apontamento","C","001*","","O","",""
"K275","pva","1","REG","Texto fixo contendo “K275”","C","004*","","","",""
"K275","pva","2","COD_ITEM","Código da mercadoria (campo 02 do Registro 0200)","C","060","","O","",""
"K275","pva","3","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","","6","","",""
"K275","pva","4","QTD_COR_NEG","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior","N","","6","","",""
"K275","pva","5","COD_INS_SUBST","Código do insumo que foi substituído, caso ocorra a substituição, relativo aos Registros K235/K255 (campo 02 do Registro 0200)","C","060","","","",""
"K280","pva","1","REG","Texto fixo contendo “K280”","C","004*","","","",""
"K280","pva","2","DT_EST","Data do estoque final escriturado que está sendo corrigido","D","008*","","O","",""
"K280","pva","3","COD_ITEM"," Código do produto/insumo a ser reprocessado/reparado ou já reprocessado/reparado (campo 02 do Registro 0200)","C","060","","O","",""
"K280","pva","4","QTD_COR_POS","Quantidade de correção positiva de apontamento ocorrido em período de apuração anterior","N","","3","","",""
"K280","pva","5","QTD_COR_NEG","Quantidade de correção negativa de apontamento ocorrido em período de apuração anterior","N","","3","","",""
"K280","pva","6","IND_EST","Indicador do tipo de estoque","C","001","","O","",""
"K280","pva","7","COD_PART","Código do participante-fornecedor da mercadoria destinada à exportação (campo 02 do Registro 0150)","C","060","","","",""
"K290","pva","1","REG","Texto fixo contendo “K290”","C","004*","","","",""
"K290","pva","2","DT_INI_OP","Data de início da ordem de produção","D","008*","","","",""
"K290","pva","3","DT_FIN_OP","Data de conclusão da ordem de produção","D","008*","","","",""
"K290","pva","4","COD_DOC_OP","Código de identificação da ordem de produção","C","030","","","",""
"K291","pva","1","REG","Texto fixo contendo “K291”","C","004*","","","",""
"K291","pva","2","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","060","","O","",""
"K291","pva","3","QTD"," Quantidade de produção acabada","N","","6","O","",""
"K292","pva","1","REG","Texto fixo contendo “K292”","C","004*","","","",""
"K292","pva","2","COD_ITEM","Código do insumo/componente consumido (campo 02 do Registro 0200)","C","060","","O","",""
"K292","pva","3","QTD","Quantidade consumida","N","","6","O","",""
"K300","pva","1","REG","Texto fixo contendo “K300”","C","004*","","","",""
"K300","pva","3","DT_PROD","Data do reconhecimento da produção ocorrida no terceiro","D","008*","","O","",""
"K301","pva","1","REG","Texto fixo contendo “K301”","C","004*","","O","",""
"K301","pva","2","COD_ITEM","Código do item produzido (campo 02 do Registro 0200)","C","060","","O","",""
"K301","pva","3","QTD","Quantidade produzida","N","","6","O","",""
"K302","pva","1","REG","Texto fixo contendo “K302”","C","004*","","OC","",""
"K302","pva","2","COD_ITEM","Código do insumo (campo 02 do Registro 0200)","C","060","","O","",""
"K302","pva","3","QTD","Quantidade consumida","N","","6","O","",""
"K990","pva","1","REG","Texto fixo contendo “K990”","C","004*","","O","",""
"K990","pva","2","QTD_LIN_K","Quantidade total de linhas do Bloco K","N","","","O","",""
"1001","pva","1","REG","Texto fixo contendo “1001”","C","004*","","O","",""
"1001","pva","2","IND_MOV","Indicador de movimento","N","001","","O","",""
"1010","pva","1","REG","Texto fixo contendo “1010”","C","004*","","O","",""
"1010","pva","2","IND_EXP","Reg. 1100 - Ocorreu averbação (conclusão) de exportação no período:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","3","IND_CCRF","Reg. 1200 – Existem informações acerca de créditos de ICMS a serem controlados, definidos pela Sefaz:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","4","IND_COMB","Reg. 1300 – É comercio varejista de combustíveis com movimentação e/ou estoque no período:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","5","IND_USINA","Reg. 1390 – Usinas de açúcar e/álcool - O estabelecimento é produtor de açúcar e/ou álcool carburante com movimentação e/ou estoque no período:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","6","IND_VA","Reg 1400 – Sendo o registro obrigatório em sua Unidade de Federação, existem informações a serem prestadas neste registro:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","7","IND_EE","Reg 1500 - A empresa é distribuidora de energia e ocorreu fornecimento de energia elétrica para consumidores de outra UF:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","8","IND_CART","Reg 1601 - Realizou vendas com instrumentos eletrônicos de pagamento:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","9","IND_FORM","Reg. 1700 - Foram emitidos documentos fiscais em papel no período em unidade da federação que exija o controle de utilização de documentos fiscais:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","10","IND_AER","Reg 1800 – A empresa prestou serviços de transporte aéreo de cargas e de passageiros:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","11","IND_GIAF1","Reg. 1960 – Possui informações GIAF1?:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","12","IND_GIAF3","Reg. 1970 – Possui informações GIAF3?:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","13","IND_GIAF4","Reg. 1980 – Possui informações GIAF4?:S – Sim;N – Não","C","001*","","O","",""
"1010","pva","14","IND_REST_RESSARC_COMPL_ICMS","Reg. 1250 – Possui informações consolidadas de saldos de restituição, ressarcimento e complementação do ICMS:S – Sim;N – Não","C","001*","","O","",""
"1100","pva","1","REG","Texto fixo contendo “1100”","C","004*","","","",""
"1100","pva","2","IND_DOC","Indicador do tipo de documento: 0 – Declaração de Exportação; 1 - Declaração Simplificada de Exportação","N","001","","O","",""
"1100","pva","3","NRO_DE","Número da declaração","C","014","","O","",""
"1100","pva","4","DT_DE","Data da Declaração (DDMMAAAA)","D","008*","","O","",""
"1100","pva","5","NAT_EXP","Indicador do tipo de exportação: 0 - Exportação Direta; 1 - Exportação Indireta","N","001","","O","",""
"1100","pva","6","NRO_RE","Nº do registro de exportação","N","012","","","",""
"1100","pva","7","DT_RE","Data do registro de exportação (DDMMAAAA)","D","008*","","","",""
"1100","pva","8","CHC_EMB","Nº do conhecimento de embarque","C","018","","","",""
"1100","pva","9","DT_CHC","Data do conhecimento de embarque (DDMMAAAA)","D","008*","","","",""
"1100","pva","10","DT_AVB","Data da averbação da declaração de exportação (DDMMAAAA)","D","008*","","O","",""
"1100","pva","11","TP_CHC","Informação do tipo de conhecimento de transporte, conforme tabela de tipo de documento de carga do SISCOMEX","N","002*","","O","",""
"1100","pva","12","PAIS","Código do país de destino da mercadoria, conforme tabela do SISCOMEX","N","003","","O","",""
"1105","pva","1","REG","Texto fixo contendo “1105”","C","004*","","","",""
"1105","pva","2","COD_MOD","Código do modelo da Nota Fiscal, conforme Tabela Documentos Fiscais do ICMS","C","002*","","O","",""
"1105","pva","3","SER","Série da Nota Fiscal","C","003","","","",""
"1105","pva","4","NUM_DOC","Número da Nota Fiscal de exportação emitida pelo exportador","N","009","","O","",""
"1105","pva","5","CHV_NFE","Chave da Nota Fiscal Eletrônica","C","044*","","","",""
"1105","pva","6","DT_DOC","Data da emissão da NF de exportação (DDMMAAAA)","D","008*","","O","",""
"1105","pva","7","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","O","",""
"1110","pva","1","REG","Texto fixo contendo “1110”","C","004*","","","",""
"1110","pva","2","COD_PART","Código do participante-fornecedor da mercadoria destinada à exportação (campo 02 do Registro 0150)","C","060","","O","",""
"1110","pva","3","COD_MOD","Código do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS","C","002*","","O","",""
"1110","pva","4","SER","Série do documento fiscal recebido com fins específicos de exportação","C","004","","","",""
"1110","pva","5","NUM_DOC","Número do documento fiscal recebido com fins específicos de exportação","N","009","","O","",""
"1110","pva","6","DT_DOC","Data da emissão do documento fiscal (DDMMAAAA) recebido com fins específicos de exportação","D","008*","","O","",""
"1110","pva","7","CHV_NFE","Chave da Nota Fiscal Eletrônica","C","044*","","","",""
"1110","pva","8","NR_MEMO","Número do Memorando de Exportação","N","","","","",""
"1110","pva","9","QTD","Quantidade do item efetivamente exportado","N","","3","O","",""
"1110","pva","10","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","O","",""
"1200","pva","1","REG","Texto fixo contendo “1200”","C","004*","","","",""
"1200","pva","2","COD_AJ_APUR","Código de ajuste, conforme informado na Tabela de Códigos de Ajustes da Apuração do ICMS","C","008*","","O","",""
"1200","pva","3","SLD_CRED","Saldo de créditos fiscais de períodos anteriores","N","","2","O","",""
"1200","pva","4","CRED_APR","Total de crédito apropriado no mês","N","","2","O","",""
"1200","pva","5","CRED_RECEB","Total de créditos recebidos por transferência","N","","2","O","",""
"1200","pva","6","CRED_UTIL","Total de créditos utilizados no período","N","","2","O","",""
"1200","pva","7","SLD_CRED_FIM","Saldo de crédito fiscal acumulado a transportar para o período seguinte","N","","2","O","",""
"1210","pva","1","REG","Texto fixo contendo “1210”","C","004*","","","",""
"1210","pva","2","TIPO_UTIL","Tipo de utilização do crédito, conforme Tabela de Tipos de Utilização dos Créditos Fiscais","C","004","","O","",""
"1210","pva","3","NR_DOC","Número do documento utilizado na baixa de créditos","C","","","","",""
"1210","pva","4","VL_CRED_UTIL","Total de crédito utilizado","N","","2","O","",""
"1210","pva","5","CHV_DOCE","Chave do documento eletrônico","C","044*","","","",""
"1250","pva","1","REG","Texto fixo contendo “1250”","C","004*","","","",""
"1250","pva","2","VL_CREDITO_ICMS_OP","Valor total do ICMS OP creditado no desfazimento da ST","N","","2","O","",""
"1250","pva","3","VL_ICMS_ST_REST","Valor total do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido","N","","2","O","",""
"1250","pva","4","VL_FCP_ST_REST","Parcela do FCP ST que compõe o campo anterior","N","","2","O","",""
"1250","pva","5","VL_ICMS_ST_COMPL","Valor total do complemento de ICMS ST, incluindo FCP ST","N","","2","O","",""
"1250","pva","6","VL_FCP_ST_COMPL","Parcela do FCP ST que compõe o campo anterior","N","","2","O","",""
"1255","pva","1","REG","Texto fixo contendo “1255”","C","004*","","","",""
"1255","pva","2","COD_MOT_REST_COMPL","Código do motivo da restituição ou complementação conforme Tabela 5.7","C","005*","","O","",""
"1255","pva","3","VL_CREDITO_ICMS_OP_MOT","Valor total do ICMS OP creditado no desfazimento da ST","N","","2","O","",""
"1255","pva","4","VL_ICMS_ST_REST_MOT","Valor total do ICMS ST, incluindo FCP ST, a ser restituído/ressarcido","N","","2","O","",""
"1255","pva","5","VL_FCP_ST_REST_MOT","Parcela do FCP ST que compõe o campo anterior","N","","2","O","",""
"1255","pva","6","VL_ICMS_ST_COMPL_MOT","Valor total do complemento de ICMS ST, incluindo FCP ST","N","","2","O","",""
"1255","pva","7","VL_FCP_ST_COMPL_MOT","Parcela do FCP ST que compõe o campo anterior","N","","2","O","",""
"1300","pva","1","REG","Tipo de Registro contendo “1300”","C","004*","","","",""
"1300","pva","2","COD_ITEM","Código do produto, constante do registro 0200","C","060","","O","",""
"1300","pva","3","DT_FECH","Data do fechamento da movimentação","D","008*","","O","",""
"1300","pva","4","ESTQ_ABERT","Estoque no inicio do dia","N","","3","O","",""
"1300","pva","5","VOL_ENTR","Volume total das entradas","N","","3","O","",""
"1300","pva","6","VOL_DISP","Volume disponível (05 , 06)","N","","3","O","",""
"1300","pva","7","VOL_SAIDAS","Volume total das saídas (Somatório dos registros de volume de vendas)","N","","3","O","",""
"1300","pva","8","ESTQ_ESCR","Estoque escritural (07 – 08)","N","","3","O","",""
"1300","pva","9","VAL_AJ_PERDA","Valor da perda","N","","3","O","",""
"1300","pva","10","VAL_AJ_GANHO","Valor do ganho","N","","3","O","",""
"1300","pva","11","FECH_FISICO","Estoque de fechamento (Somatório dos registros da conciliação de estoques )","N","","3","O","",""
"1310","pva","1","REG","Texto fixo contendo “1310”","C","004*","","O","",""
"1310","pva","2","NUM_TANQUE","Tanque onde foi armazenado o combustível","C","003","","O","",""
"1310","pva","3","ESTQ_ABERT","Estoque no início do dia, em litros","N","","3","O","",""
"1310","pva","4","VOL_ENTR","Volume recebido no dia (em litros)","N","","3","O","",""
"1310","pva","5","VOL_DISP","Volume disponível(03 , 04), em litros","N","","3","O","",""
"1310","pva","6","VOL_SAIDAS","Volume total das saídas, em litros","N","","3","O","",""
"1310","pva","7","ESTQ_ESCR","Estoque escritural(05 - 06), litros","N","","3","O","",""
"1310","pva","8","VAL_AJ_PERDA","Valor da perda, em litros","N","","3","O","",""
"1310","pva","9","VAL_AJ_GANHO","Valor do ganho, em litros","N","","3","O","",""
"1310","pva","10","FECH_FISICO","Volume aferido no tanque, em litros. Estoque de fechamento físico do tanque","N","","3","O","",""
"1310","pva","11","CAP_TANQUE","Capacidade de armazenagem, em litros","N","006","","O","",""
"1320","pva","1","REG","Texto fixo contendo “1320”","C","004*","","OC","",""
"1320","pva","2","NUM_BICO","Bico ligado à bomba","N","","","O","",""
"1320","pva","3","NR_INTERV","Número da intervenção","N","","","","",""
"1320","pva","4","MOT_INTERV","Motivo da intervenção","C","050","","","",""
"1320","pva","5","NOM_INTERV","Nome do interventor","C","030","","","",""
"1320","pva","6","CNPJ_INTERV","CNPJ da empresa responsável pela intervenção","C","014*","","","",""
"1320","pva","7","CPF_INTERV","CPF do técnico responsável pela intervenção","N","011*","","","",""
"1320","pva","8","VAL_FECHA","Valor da leitura final do contador, no fechamento do bico","N","","3","O","",""
"1320","pva","9","VAL_ABERT","Valor da leitura inicial do contador, na abertura do bico","N","","3","O","",""
"1320","pva","10","VOL_AFERI","Aferição da bomba, em litros","N","","3","","",""
"1320","pva","11","VOL_VENDAS","Venda (08 - 09 - 10) do bico, em litros","N","","3","O","",""
"1350","pva","1","REG","Texto fixo contendo“1350”","C","004*","","OC","",""
"1350","pva","2","SERIE","Número de série da bomba","C","","","O","",""
"1350","pva","3","FABRICANTE","Nome do fabricante da bomba","C","060","","O","",""
"1350","pva","4","MODELO","Modelo da bomba","C","","","O","",""
"1350","pva","5","TIPO_MEDICAO","Identificador de medição: 0 - Analógigo 1 - Digital","C","001","","O","",""
"1360","pva","1","REG","Texto fixo contendo“1360”","C","004*","","O","",""
"1360","pva","2","NUM_LACRE","Número do lacre associado na bomba","C","020","","O","",""
"1360","pva","3","DAT_APLICACAO","Data de aplicação do lacre","D","008*","","O","",""
"1370","pva","1","REG","Texto fixo contendo“1360”","C","004*","","O","",""
"1370","pva","2","NUM_BICO","Número seqüencial do bico ligado a bomba","N","003","","O","",""
"1370","pva","3","COD_ITEM","Código do Produto, constante do registro 0200","C","060","","O","",""
"1370","pva","4","NUM_TANQUE","Tanque que armazena o combustível","C","003","","O","",""
"1390","pva","1","REG","Texto fixo contendo “1390”","C","004*","","","",""
"1390","pva","2","COD_PROD","Código do Produto conforme  de Código de Produto 5.8","C","002*","","O","",""
"1391","pva","1","REG","Texto fixo contendo“1391”","C","004*","","O","",""
"1391","pva","2","DT_REGISTRO","Data produção","D","008*","","O","",""
"1391","pva","3","QTD","Quantidade de insumo esmagado (toneladas)","N","","2","","",""
"1391","pva","4","ESTQ_INI","Estoque inicial (litros/Kg)","N","","2","O","",""
"1391","pva","5","QTD_PRODUZ","Quantidade produzida (litros/Kg)","N","","2","","",""
"1391","pva","6","ENT_ANID_HID","Entrada de álcool anidro decorrente da transformação do álcool hidratado ou Entrada de álcool hidratado decorrente da transformação do álcool anidro (litros)","N","","2","","",""
"1391","pva","7","OUTR_ENTR","Outras entradas (litros/Kg)","N","","2","","",""
"1391","pva","8","PERDA","Evaporação (litros) ou Quebra de peso (Kg)","N","","2","","",""
"1391","pva","9","CONS","Consumo (litros)","N","","2","","",""
"1391","pva","10","SAI_ANI_HID","Saída para transformação (litros)","N","","2","","",""
"1391","pva","11","SAIDAS","Saídas (litros/Kg)","N","","2","","",""
"1391","pva","12","ESTQ_FIN","Estoque final (litros/Kg)","N","","2","O","",""
"1391","pva","13","ESTQ_INI_MEL","Estoque inicial de mel residual (Kg)","N","","2","","",""
"1391","pva","14","PROD_DIA_MEL","Produção de mel residual (Kg) e entradas de mel (Kg)","N","","2","","",""
"1391","pva","15","UTIL_MEL","Mel residual utilizado (Kg) e saídas de mel","N","","2","","",""
"1391","pva","16","PROD_ALC_MEL","Produção de álcool (litros) proveniente do mel residual","N","","2","","",""
"1391","pva","17","OBS","Observações","C","","","","",""
"1391","pva","18","COD_ITEM","Informar o insumo conforme código do item (campo 02 do Registro 0200)","C","060","","O","",""
"1391","pva","19","TP_RESIDUO","01 - Bagaço de cana, 02 - DDG, 03 - WDG ou 04 - DDG + WDG","N","002*","","O","",""
"1391","pva","20","QTD_RESIDUO","Quantidade de resíduo produzido","N","","2","O","",""
"1391","pva","21","QTD_RESIDUO_DDG","Quantidade de resíduo produzido de DDG (toneladas)","N","","2","O","",""
"1391","pva","22","QTD_RESIDUO_WDG","Quantidade de resíduo produzido de WDG (toneladas)","N","","2","O","",""
"1391","pva","23","QTD_RESIDUO_CANA","Quantidade de resíduo produzido de bagaço de cana (toneladas)","N","","2","O","",""
"1400","pva","1","REG","Texto fixo contendo “1400”","C","004*","","","",""
"1400","pva","2","COD_ITEM_IPM","Código do item (Tabela 5.9.1 de Itens UF Índice de Participação dos Municípios ou Tabela 5.9.2 de Itens UF_ST Índice de participação dos Municípios) ou campo 02 do Registro 0200","C","060","","O","",""
"1400","pva","3","MUN","Código do município de origem/destino","N","007*","","O","",""
"1400","pva","4","VALOR","Valor mensal correspondente ao município","N","","2","O","",""
"1500","pva","1","REG","Texto fixo contendo “1500”","C","004*","","","",""
"1500","pva","2","IND_OPER","Indicador do tipo de operação (1-Saída)","C","001","","O","",""
"1500","pva","3","IND_EMIT","Indicador do emitente do documento fiscal: 0 - Emissão própria","C","001","","O","",""
"1500","pva","4","COD_PART","Código do participante (campo 02 do Registro 0150):- do adquirente, no caso das saídas","C","060","","O","",""
"1500","pva","5","COD_MOD","Código do modelo do documento fiscal","C","002","","O","",""
"1500","pva","6","COD_SIT","Código da situação do documento fiscal","N","002","","O","",""
"1500","pva","7","SER","Série do documento fiscal","C","004","","","",""
"1500","pva","8","SUB","Subsérie do documento fiscal","N","003","","","",""
"1500","pva","9","COD_CONS","Código de classe de consumo de energia elétrica","N","002*","","O","",""
"1500","pva","10","NUM_DOC","Número do documento fiscal","N","009","","O","",""
"1500","pva","11","DT_DOC","Data da emissão do documento fiscal","D","008*","","O","",""
"1500","pva","12","DT_E_S","Data da entrada ou da saída","D","008*","","O","",""
"1500","pva","13","VL_DOC","Valor total do documento fiscal","N","","2","O","",""
"1500","pva","14","VL_DESC","Valor total do desconto","N","","2","","",""
"1500","pva","15","VL_FORN","Valor total fornecido/consumido","N","","2","O","",""
"1500","pva","16","VL_SERV_NT","Valor total dos serviços não-tributados pelo ICMS","N","","2","","",""
"1500","pva","17","VL_TERC","Valor total cobrado em nome de terceiros","N","","2","","",""
"1500","pva","18","VL_DA","Valor total de despesas acessórias indicadas no documento fiscal","N","","2","","",""
"1500","pva","19","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","2","","",""
