"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig"
"F210","pva","8","VL_CRED_PIS_UTIL","Valor do Crédito sobre o custo orçado a ser utilizado no período da escrituração - PIS/Pasep","N","","2",""
"F210","pva","9","CST_COFINS","Código da Situação Tributária referente a COFINS, conforme a Tabela indicada no item 4.3.4.","N","002*","","O"
"F210","pva","10","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","4",""
"F210","pva","11","VL_CRED_COFINS_UTIL","Valor do Crédito sobre o custo orçado a ser utilizado no período da escrituração - COFINS","N","","2",""
"F211","pva","1","REG","Texto fixo contendo F211","C","004","",""
"F211","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"F211","pva","3","IND_PROC","Indicador da origem do processo.","C","001*","","O"
"F500","pva","1","REG","Texto fixo contendo “F500”","C","004","","OC"
"F500","pva","2","VL_REC_CAIXA","Valor total da receita recebida, referente à combinação de CST e Alíquota","N","","2","O"
"F500","pva","3","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep","N","002*","","O"
"F500","pva","4","VL_DESC_PIS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F500","pva","5","VL_BC_PIS","Valor da base de cálculo do PIS/Pasep","N","","2",""
"F500","pva","6","ALIQ_PIS","Alíquota do PIS/Pasep (em percentual)","N","008","4",""
"F500","pva","7","VL_PIS","Valor do PIS/Pasep","N","","2",""
"F500","pva","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","","O"
"F500","pva","9","VL_DESC_COFINS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F500","pva","10","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","2",""
"F500","pva","11","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","4",""
"F500","pva","12","VL_COFINS","Valor da COFINS","N","","2",""
"F500","pva","13","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","",""
"F500","pva","14","CFOP","Código Fiscal de Operação e Prestação","N","004*","",""
"F500","pva","15","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"F500","pva","16","INFO_COMPL","Informação complementar","C","","",""
"F509","pva","1","REG","Texto fixo contendo “F509”","C","004","",""
"F509","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"F509","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"F510","pva","1","REG","Texto fixo contendo “F510”","C","004","","OC"
"F510","pva","2","VL_REC_CAIXA","Valor total da receita recebida, referente à combinação de CST e Alíquota","N","","2","O"
"F510","pva","3","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep","N","002*","","O"
"F510","pva","4","VL_DESC_PIS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F510","pva","5","QUANT_BC_PIS","Base de cálculo em quantidade PIS/Pasep","N","","3",""
"F510","pva","6","ALIQ_PIS_QUANT","Alíquota do PIS (em reais)","N","","4",""
"F510","pva","7","VL_PIS","Valor do PIS/Pasep","N","","2",""
"F510","pva","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","","O"
"F510","pva","9","VL_DESC_COFINS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F510","pva","10","QUANT_BC_COFINS","Base de cálculo em quantidade COFINS","N","","3",""
"F510","pva","11","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","","4",""
"F510","pva","12","VL_COFINS","Valor da COFINS","N","","2",""
"F510","pva","13","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","",""
"F510","pva","14","CFOP","Código Fiscal de Operação e Prestação","N","004*","",""
"F510","pva","15","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"F510","pva","16","INFO_COMPL","Informação complementar","C","","",""
"F519","pva","1","REG","Texto fixo contendo “F519”","C","004","",""
"F519","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"F519","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"F525","pva","1","REG","Texto fixo contendo “F525”","C","004","",""
"F525","pva","2","VL_REC","Valor total da receita recebida, correspondente ao indicador informado no campo 03 (IND_REC)","N","","2","O"
"F525","pva","3","IND_REC","Indicador da composição da receita recebida no período (Campo 02)","C","002","","O"
"F525","pva","4","CNPJ_CPF","CNPJ/CPF do participante (cliente/pessoa física ou jurídica pagadora) ou da administradora de cartões (vendas por cartão de débito ou de crédito), no caso de detalhamento da receita recebida conforme os indicadores “01” ou “02”, respectivamente","C","014","",""
"F525","pva","5","NUM_DOC","Número do título de crédito ou do documento fiscal, no caso de detalhamento da receita recebida conforme os indicadores “03” ou “04”, respectivamente","C","060","",""
"F525","pva","6","COD_ITEM","Código do item (campo 02 do Registro 0200), no caso de detalhamento da receita recebida por item vendido, conforme o indicador “05”","C","060","",""
"F525","pva","7","VL_REC_DET","Valor da receita detalhada, correspondente ao conteúdo informado no campo 04, 05 ou 06","N","","2","O"
"F525","pva","8","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep","N","002*","",""
"F525","pva","9","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","",""
"F525","pva","10","INFO_COMPL","Informação complementar","C","","",""
"F525","pva","11","COD_CTA","Código da conta analítica contábil representativa da receita recebida","C","255","",""
"F550","pva","1","REG","Texto fixo contendo “F550”","C","004","","OC"
"F550","pva","2","VL_REC_COMP","Valor total da receita auferida, referente à combinação de CST e Alíquota","N","","2","O"
"F550","pva","3","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep","N","002*","","O"
"F550","pva","4","VL_DESC_PIS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F550","pva","5","VL_BC_PIS","Valor da base de cálculo do PIS/Pasep","N","","2",""
"F550","pva","6","ALIQ_PIS","Alíquota do PIS/Pasep (em percentual)","N","008","4",""
"F550","pva","7","VL_PIS","Valor do PIS/Pasep","N","","2",""
"F550","pva","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","","O"
"F550","pva","9","VL_DESC_COFINS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F550","pva","10","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","2",""
"F550","pva","11","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","4",""
"F550","pva","12","VL_COFINS","Valor da COFINS","N","","2",""
"F550","pva","13","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","",""
"F550","pva","14","CFOP","Código Fiscal de Operação e Prestação","N","004*","",""
"F550","pva","15","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"F550","pva","16","INFO_COMPL","Informação complementar","C","","",""
"F559","pva","1","REG","Texto fixo contendo “F559”","C","004","",""
"F559","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"F559","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"F560","pva","1","REG","Texto fixo contendo “F560”","C","004","","OC"
"F560","pva","2","VL_REC_COMP","Valor total da receita auferida, referente à combinação de CST e Alíquota","N","","2","O"
"F560","pva","3","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep","N","002*","","O"
"F560","pva","4","VL_DESC_PIS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F560","pva","5","QUANT_BC_PIS","Base de cálculo em quantidade - PIS/Pasep","N","","3",""
"F560","pva","6","ALIQ_PIS_QUANT","Alíquota do PIS/Pasep (em reais)","N","008","4",""
"F560","pva","7","VL_PIS","Valor do PIS/Pasep","N","","2",""
"F560","pva","8","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","","O"
"F560","pva","9","VL_DESC_COFINS","Valor do desconto / exclusão da base de cálculo","N","","2",""
"F560","pva","10","QUANT_BC_COFINS","Base de cálculo em quantidade - COFINS","N","","3",""
"F560","pva","11","ALIQ_COFINS_QUANT","Alíquota da COFINS (em reais)","N","008","4",""
"F560","pva","12","VL_COFINS","Valor da COFINS","N","","2",""
"F560","pva","13","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela 4.1.1","C","002*","",""
"F560","pva","14","CFOP","Código Fiscal de Operação e Prestação","N","004*","",""
"F560","pva","15","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"F560","pva","16","INFO_COMPL","Informação complementar","C","","",""
"F569","pva","1","REG","Texto fixo contendo “F569”","C","004","",""
"F569","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"F569","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"F600","pva","1","REG","Texto fixo contendo F600","C","004","",""
"F600","pva","2","IND_NAT_RET","Indicador de Natureza da Retenção na Fonte: 01 - Retenção por Órgãos, Autarquias e Fundações Federais; 02 - Retenção por outras Entidades da Adm. Pública Federal; 03 - Retenção por Pessoas Jurídicas de Direito Privado; 04 - Retenção por Sociedade Cooperativa; 05 - Retenção por Fabricante de Máquinas e Veículos; 99 - Outras Retenções","N","002*","","O"
"F600","pva","3","DT_RET","Data da Retenção","D","008*","","O"
"F600","pva","4","VL_BC_RET","Valor da base de cálculo da retenção ou do recolhimento (sociedade cooperativa)","N","","4","O"
"F600","pva","5","VL_RET","Valor Total Retido na Fonte / Recolhido (sociedade cooperativa)","N","","2","O"
"F600","pva","6","COD_REC","Código da Receita","C","004","",""
"F600","pva","7","IND_NAT_REC","Indicador da Natureza da Receita: 0 - Receita de Natureza Não Cumulativa; 1 - Receita de Natureza Cumulativa","N","001*","",""
"F600","pva","8","CNPJ","CNPJ da Fonte Pagadora ou Beneficiária da Retenção / Recolhimento","N","014*","","O"
"F600","pva","9","VL_RET_PIS","Valor Retido na Fonte - Parcela Referente ao PIS/Pasep","N","","2","O"
"F600","pva","10","VL_RET_COFINS","Valor Retido na Fonte - Parcela Referente a COFINS","N","","2","O"
"F600","pva","11","IND_DEC","Indicador da Condição da Pessoa Jurídica Declarante","N","001*","","O"
"F700","pva","1","REG","Texto fixo contendo F700","C","004","",""
"F700","pva","2","IND_ORI_DED","Indicador de Origem de Deduções Diversas","N","002*","","O"
"F700","pva","3","IND_NAT_DED","Indicador da Natureza da Dedução","N","001*","","O"
"F700","pva","4","VL_DED_PIS","Valor a Deduzir - PIS/Pasep","N","","2","O"
"F700","pva","5","VL_DED_COFINS","Valor a Deduzir - COFINS","N","","2","O"
"F700","pva","6","VL_BC_OPER","Valor da Base de Cálculo da Operação","N","","2",""
"F700","pva","7","CNPJ","CNPJ da Pessoa Jurídica relacionada à Operação","N","014*","",""
"F700","pva","8","INF_COMP","Informações Complementares do Documento/Operação","C","090","",""
"F800","pva","1","REG","Texto fixo contendo F800","C","004*","",""
"F800","pva","2","IND_NAT_EVEN","Indicador da Natureza do Evento de Sucessão","N","002*","","O"
"F800","pva","3","DT_EVEN","Data do Evento","D","008*","","O"
"F800","pva","4","CNPJ_SUCED","CNPJ da Pessoa Jurídica Sucedida","N","014*","","O"
"F800","pva","5","PA_CONT_CRED","Período de Apuração do Crédito - Mês/Ano (MM/AAAA)","N","006*","","O"
"F800","pva","6","COD_CRED","Código do crédito transferido, conforme Tabela 4.3.6","N","003*","","O"
"F800","pva","7","VL_CRED_PIS","Valor do Crédito Transferido de PIS/Pasep","N","","2","O"
"F800","pva","8","VL_CRED_COFINS","Valor do Crédito Transferido de Cofins","N","","2","O"
"F800","pva","9","PER_CRED_CIS","Percentual do crédito original transferido, no caso de evento de Cisão.","N","006","2",""
"F990","pva","1","REG","Texto fixo contendo F990","C","004*","","O"
"F990","pva","2","QTD_LIN_F","Quantidade total de linhas do Bloco F","N","","","O"
"I001","pva","1","REG","Texto fixo contendo I001","C","004*","",""
"I001","pva","2","IND_MOV","Indicador de movimento:0- Bloco com dados informados;1- Bloco sem dados informados","C","001","","O"
"I010","pva","1","REG","Texto fixo contendo I010","C","004","","OC"
"I010","pva","2","CNPJ","Número de inscrição do estabelecimento no CNPJ","N","014*","","O"
"I010","pva","3","IND_ATIV","Indicador de operações realizadas no período","N","002*","","O"
"I010","pva","4","INFO_COMPL","Informação complementar","C","","",""
"I100","pva","1","REG","Texto fixo contendo I100","C","004*","",""
"I100","pva","2","VL_REC_FIN","Valor Total do Faturamento/Receita Bruta no Período","N","","2","O"
"I100","pva","3","CST","Código de Situação Tributária referente à Receita informada no Campo 02","N","002*","","O"
"I100","pva","4","VL_TOT_DED_GER","Valor Total das Deduções e Exclusões de Caráter Geral","N","","2",""
"I100","pva","5","VL_TOT_DED_ESP","Valor Total das Deduções e Exclusões de Caráter Específico","N","","2",""
"I100","pva","6","VL_BC_PIS","Valor da base de cálculo do PIS/Pasep","N","","2",""
"I100","pva","7","ALIQ_PIS","Alíquota do PIS/Pasep (em percentual)","N","008","2",""
"I100","pva","8","VL_PIS","Valor do PIS/Pasep ","N","","2",""
"I100","pva","9","VL_BC_COFINS","Valor da base de cálculo da COFINS","N","","2",""
"I100","pva","10","ALIQ_COFINS","Alíquota da COFINS (em percentual)","N","008","2",""
"I100","pva","11","VL_COFINS","Valor da COFINS","N","","2",""
"I100","pva","12","INF_COMP","Informações Complementares","C","090","",""
"I199","pva","1","REG","Texto fixo contendo I199","C","004*","",""
"I199","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"I199","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"I200","pva","1","REG","Texto fixo contendo I200","C","004*","",""
"I200","pva","2","NUM_CAMPO","Número do Campo do registro I100 objeto de detalhamento","C","002*","","O"
"I200","pva","3","COD_DET","Código do Tipo de Detalhamento","C","005*","","O"
"I200","pva","4","VL_DET","Valor detalhado referente ao campo 02 deste registro","N","","2","O"
"I200","pva","5","COD_CTA","Código da conta contábil referente ao valor informado no campo 04","C","255","",""
"I200","pva","6","INF_COMP","Informações Complementares","C","090","",""
"I299","pva","1","REG","Texto fixo contendo I299","C","004*","",""
"I299","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"I299","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"I300","pva","1","REG","Texto fixo contendo I300","C","004*","",""
"I300","pva","2","COD_COMP","Código do Complemento","C","008*","","O"
"I300","pva","3","VL_COMP","Valor detalhado referente ao campo 02 deste registro","N","","2","O"
"I300","pva","4","COD_CTA","Conta Contábil","C","255","",""
"I300","pva","5","INF_COMP","Informações Complementares","C","090","",""
"I399","pva","1","REG","Texto fixo contendo I399","C","004*","",""
"I399","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"I399","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"I990","pva","1","REG","Texto fixo contendo I990","C","004*","",""
"I990","pva","2","QTD_LIN_I","Quantidade total de linhas do Bloco I","N","","","O"
"M001","pva","1","REG","Texto fixo contendo M001","C","004","","O"
"M001","pva","2","IND_MOV","Indicador de movimento:0- Bloco com dados informados;1- Bloco sem dados informados","C","001","","O"
"M100","pva","1","REG","Texto fixo contendo M100","C","004","","OC"
"M100","pva","2","COD_CRED","Código de Tipo de Crédito apurado no período, conforme a Tabela 4.3.6","C","003*","","O"
"M100","pva","3","IND_CRED_ORI","Indicador de Crédito Oriundo de","N","001*","","O"
"M100","pva","4","VL_BC_CRED","Valor da Base de Cálculo do Crédito","N","","2",""
"M100","pva","5","ALIQ_PIS","Alíquota do PIS/Pasep (em percentual)","N","008","4",""
"M100","pva","6","QUANT_BC_PIS","Base de cálculo em quantidade PIS/Pasep","N","","3",""
"M100","pva","7","ALIQ_PIS_QUANT","Alíquota do PIS (em reais)","N","","4",""
"M100","pva","8","VL_CRED","Valor total do crédito apurado no período","N","","2","O"
"M100","pva","9","VL_AJUS_ACRES","Valor total dos ajustes de acréscimo","N","","2","O"
"M100","pva","10","VL_AJUS_REDUC","Valor total dos ajustes de redução","N","","2","O"
"M100","pva","11","VL_CRED_DIF","Valor total do crédito diferido no período","N","","2","O"
"M100","pva","12","VL_CRED_DISP","Valor Total do Crédito Disponível relativo ao Período (07 + 08 - 09 - 10)","N","","2","O"
"M100","pva","13","IND_DESC_CRED","Indicador de utilização do crédito disponível no período.","N","001*","","O"
"M100","pva","14","VL_CRED_DESC","Valor do Crédito disponível, descontado da contribuição apurada no próprio período","N","","2",""
"M100","pva","15","SLD_CRED","Saldo de créditos a utilizar em períodos futuros (12 - 14)","N","","2","O"
"M105","pva","1","REG","Texto fixo contendo M105","C","004","","OC"
"M105","pva","2","NAT_BC_CRED","Código da Natureza da Base de Cálculo do Crédito apurado no período, conforme a Tabela 4.3.7","C","002*","","O"
"M105","pva","3","CST_PIS","Código da Situação Tributária referente ao crédito de PIS/Pasep (Tabela 4.3.3) - Códigos 50 a 56 (créditos Básicos) e de 60 a 66 (Créditos Presumidos).","N","002*","","O"
"M105","pva","4","VL_BC_PIS_TOT","Valor Total da Base de Cálculo escriturada nos documentos e operações (Blocos “A”, “C”, “D” e “F”), referente ao CST_PIS informado no Campo 03","N","","2",""
"M105","pva","5","VL_BC_PIS_CUM","Parcela do Valor Total da Base de Cálculo informada no Campo 04, vinculada a receitas com incidência cumulativa. Campo de preenchimento específico para a pessoa jurídica sujeita ao regime cumulativo e não-cumulativo da contribuição (COD_INC_TRIB = 3 do Registro 0110)","N","","2",""
"M105","pva","6","VL_BC_PIS_NC","Valor Total da Base de Cálculo do Crédito, vinculada a receitas com incidência não-cumulativa (Campo 04 - Campo 05).","N","","2",""
"M105","pva","7","VL_BC_PIS","Valor da Base de Cálculo do Crédito, vinculada ao tipo de Crédito escriturado em M100. Para os CST_PIS = “50”, “51”, “52”, “60”, “61” e “62”: Informar o valor do Campo 06 (VL_BC_PIS_NC); para os CST_PIS = “53”, “54”, “55”, “56”, “63”, “64” “65” e “66” (Crédito sobre operações vinculadas a mais de um tipo de receita): Informar a parcela do valor do Campo 06 (VL_BC_PIS_NC) vinculada especificamente ao tipo de crédito escriturado em M100","N","","2",""
"M105","pva","8","QUANT_BC_PIS_TOT","Quantidade Total da Base de Cálculo do Crédito apurado em Unidade de Medida de Produto, escriturada nos documentos e operações (Bloco “C”), referente ao CST_PIS informado no Campo 03","N","","3",""
"M105","pva","9","QUANT_BC_PIS","Parcela da base de cálculo do crédito em quantidade (campo 08) vinculada ao tipo de crédito escriturado em M100.","N","","3",""
"M105","pva","10","DESC_CRED","Descrição do crédito","C","060","",""
"M110","pva","1","REG","Texto fixo contendo M110","C","004","",""
"M110","pva","2","IND_AJ","Indicador do tipo de ajuste.","C","001*","","O"
"M110","pva","3","VL_AJ","Valor do ajuste","N","","2","O"
"M110","pva","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","","O"
"M110","pva","5","NUM_DOC","Número do documento / processo / declaração ao qual o ajuste está vinculado, se houver.","C","","",""
"M110","pva","6","DESCR_AJ","Descrição resumida do ajuste.","C","","",""
"M110","pva","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","",""
"M115","pva","1","REG","Texto fixo contendo M115","C","004","",""
"M115","pva","2","DET_VALOR_AJ","Detalhamento do valor do crédito reduzido ou acrescido, informado no Campo 03 (VL_AJ) do registro M110","N","","2","O"
"M115","pva","3","CST_PIS","Código de Situação Tributária referente à operação detalhada neste registro","N","002*","",""
"M115","pva","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de crédito","N","","3",""
"M115","pva","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de crédito","N","008","4",""
"M115","pva","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro","D","008*","","O"
"M115","pva","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","255","",""
"M115","pva","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","",""
"M115","pva","9","INFO_COMPL","Informação complementar","C","255","",""
"M200","pva","1","REG","Texto fixo contendo M200","C","004","","O"
"M200","pva","2","VL_TOT_CONT_NC_PER","Valor Total da Contribuição Não Cumulativa do Período (recuperado do campo 13 do Registro M210, quando o campo COD_CONT for igual a 01, 02, 03, 04, 32 e 71)","N","","2","O"
"M200","pva","3","VL_TOT_CRED_DESC","Valor do Crédito Descontado, Apurado no Próprio Período da Escrituração (recuperado do campo 14 do Registro M100)","N","","2","O"
"M200","pva","4","VL_TOT_CRED_DESC_ANT","Valor do Crédito Descontado, Apurado em Período de Apuração Anterior (recuperado do campo 13 do Registro 1100)","N","","2","O"
"M200","pva","5","VL_TOT_CONT_NC_DEV","Valor Total da Contribuição Não Cumulativa Devida (02 - 03 - 04)","N","","2","O"
"M200","pva","6","VL_RET_NC","Valor Retido na Fonte Deduzido no Período (Não Cumulativo)","N","","2","O"
"M200","pva","7","VL_OUT_DED_NC","Outras Deduções do Regime Não Cumulativo no Período","N","","2","O"
"M200","pva","8","VL_CONT_NC_REC","Valor da Contribuição Não Cumulativa a Recolher/Pagar (05 - 06 - 07)","N","","2","O"
"M200","pva","9","VL_TOT_CONT_CUM_PER","Valor Total da Contribuição Cumulativa do Período (recuperado do campo 13 do Registro M210, quando o campo COD_CONT for igual a 31, 32, 51, 52, 53, 54 e 72)","N","","2","O"
"M200","pva","10","VL_RET_CUM","Valor Retido na Fonte Deduzido no Período (Cumulativo)","N","","2","O"
"M200","pva","11","VL_OUT_DED_CUM","Outras Deduções do Regime Cumulativo no Período","N","","2","O"
"M200","pva","12","VL_CONT_CUM_REC","Valor da Contribuição Cumulativa a Recolher/Pagar (09 - 10 - 11)","N","","2","O"
"M200","pva","13","VL_TOT_CONT_REC","Valor Total da Contribuição a Recolher/Pagar no Período (08 + 12)","N","","2","O"
"M205","pva","1","REG","Texto fixo contendo M205","C","004","",""
"M205","pva","2","NUM_CAMPO","Informar o número do campo do registro M200","C","002*","","O"
"M205","pva","3","COD_REC","Informar o Código da Receita referente à contribuição a recolher, detalhada neste registro","C","006","","O"
"M205","pva","4","VL_DEBITO","Valor do Débito correspondente à contribuição a recolher, detalhada neste registro","N","","2","O"
"M210","pva","1","REG","Texto fixo contendo M210","C","004","","OC"
"M210","pva","2","COD_CONT","Código da contribuição social apurada no período, conforme a Tabela 4.3.5.","C","002","","O"
"M210","pva","3","VL_REC_BRT","Valor da Receita Bruta","N","","2","O"
"M210","pva","4","VL_BC_CONT","Valor da Base de Cálculo da Contribuição","N","","2","O"
"M210","pva","5","VL_AJUS_ACRES_BC","Valor do total dos ajustes de acréscimo da base de cálculo da contribuição a que se refere o Campo 04","N","","2","O"
"M210","pva","6","VL_AJUS_REDUC_BC","Valor do total dos ajustes de redução da base de cálculo da contribuição a que se refere o Campo 04","N","","2","O"
"M210","pva","7","VL_BC_CONT_AJUS","Valor da Base de Cálculo da Contribuição, após os ajustes (Campo 07 = Campo 04 + Campo 05 - Campo 06)","N","","2","O"
"M210","pva","8","ALIQ_PIS","Alíquota do PIS/Pasep (em percentual)","N","008","4",""
"M210","pva","9","QUANT_BC_PIS","Base de cálculo em quantidade PIS/Pasep","N","","3",""
"M210","pva","10","ALIQ_PIS_QUANT","Alíquota do PIS (em reais)","N","","4",""
"M210","pva","11","VL_CONT_APUR","Valor total da contribuição social apurada","N","","2","O"
"M210","pva","12","VL_AJUS_ACRES","Valor total dos ajustes de acréscimo","N","","2","O"
"M210","pva","13","VL_AJUS_REDUC","Valor total dos ajustes de redução","N","","2","O"
"M210","pva","14","VL_CONT_DIFER","Valor da contribuição a diferir no período","N","","2",""
"M210","pva","15","VL_CONT_DIFER_ANT","Valor da contribuição diferida em períodos anteriores","N","","2",""
"M210","pva","16","VL_CONT_PER","Valor Total da Contribuição do Período (11 + 12 - 13 - 14 + 15)","N","","2","O"
"M211","pva","1","REG","Texto fixo contendo M211","C","004","","OC"
"M211","pva","2","IND_TIP_COOP","Indicador do Tipo de Sociedade Cooperativa.","N","002*","","O"
"M211","pva","3","VL_BC_CONT_ANT_EXC_COOP","Valor da Base de Cálculo da Contribuição, conforme Registros escriturados nos Blocos A, C, D e F, antes das Exclusões das Cooperativas","N","","2","O"
"M211","pva","4","VL_EXC_COOP_GER","Valor de Exclusão Especifica das Cooperativas em Geral, decorrente das Sobras Apuradas na DRE, destinadas a constituição do Fundo de Reserva e do FATES.","N","","2",""
"M211","pva","5","VL_EXC_ESP_COOP","Valor das Exclusões da Base de Cálculo Especifica do Tipo da Sociedade Cooperativa, conforme Campo 02 (IND_TIP_COOP)","N","","2",""
"M211","pva","6","VL_BC_CONT","Valor da Base de Cálculo, após as Exclusões Especificas da Sociedade Cooperativa (03 - 04 - 05) - Transportar para M210","N","","2","O"
"M215","pva","1","REG","Texto fixo contendo M215","C","004","",""
"M215","pva","2","IND_AJ_BC","Indicador do tipo de ajuste da base de cálculo","C","001*","","O"
"M215","pva","3","VL_AJ_BC","Valor do ajuste da base de cálculo","N","","2","O"
"M215","pva","4","COD_AJ_BC","Código do ajuste da base de cálculo, conforme a Tabela indicada no item 4.3.18","C","002*","","O"
"M215","pva","5","NUM_DOC","Número do processo, documento ou ato concessório ao qual o ajuste está vinculado, se houver","C","","",""
"M215","pva","6","DESCR_AJ_BC","Descrição resumida do ajuste na base de cálculo","C","","",""
"M215","pva","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","",""
"M215","pva","8","COD_CTA","Código da conta analítica contábil debitada/creditada","C","255","",""
"M215","pva","9","CNPJ","CNPJ do estabelecimento a que se refere o ajuste","N","014*","",""
"M215","pva","10","INFO_COMPL","Informação complementar","C","","",""
"M220","pva","1","REG","Texto fixo contendo M220","C","004","",""
"M220","pva","2","IND_AJ","Indicador do tipo de ajuste","C","001*","","O"
"M220","pva","3","VL_AJ","Valor do ajuste","N","","2","O"
"M220","pva","4","COD_AJ","Código do ajuste, conforme a Tabela indicada no item 4.3.8.","C","002*","","O"
"M220","pva","5","NUM_DOC","Número do documento / processo / declaração ao qual o ajuste está vinculado, se houver","C","","",""
"M220","pva","6","DESCR_AJ","Descrição resumida do ajuste.","C","","",""
"M220","pva","7","DT_REF","Data de referência do ajuste (ddmmaaaa)","D","008*","",""
"M225","pva","1","REG","Texto fixo contendo M225","C","004","",""
"M225","pva","2","DET_VALOR_AJ","Detalhamento do valor da contribuição reduzida ou acrescida,informado no Campo 03 (VL_AJ) do registro M220","N","","2","O"
"M225","pva","3","CST_PIS","Código de Situação Tributária referente à operação detalhada neste registro","N","002*","",""
"M225","pva","4","DET_BC_CRED","Detalhamento da base de cálculo geradora de ajuste de contribuição","N","","3",""
"M225","pva","5","DET_ALIQ","Detalhamento da alíquota a que se refere o ajuste de contribuição","N","008","4",""
"M225","pva","6","DT_OPER_AJ","Data da operação a que se refere o ajuste informado neste registro","D","008*","","O"
"M225","pva","7","DESC_AJ","Descrição da(s) operação(ões) a que se refere o valor informado no Campo 02 (DET_VALOR_AJ)","C","255","",""
"M225","pva","8","COD_CTA","Código da conta contábil debitada/creditada","C","255","",""
"M225","pva","9","INFO_COMPL","Informação complementar","C","255","",""
"M230","pva","1","REG","Texto fixo contendo M230","C","004","",""
"M230","pva","2","CNPJ","CNPJ da pessoa jurídica de direito público, empresa pública, sociedade de economia mista ou suas subsidiárias.","N","014*","","O"
"M230","pva","3","VL_VEND","Valor Total das vendas no período","N","","2","O"
"M230","pva","4","VL_NAO_RECEB","Valor Total não recebido no período","N","","2","O"
"M230","pva","5","VL_CONT_DIF","Valor da Contribuição diferida no período","N","","2","O"
"M230","pva","6","VL_CRED_DIF","Valor do Crédito diferido no período","N","","2",""
"M230","pva","7","COD_CRED","Código de Tipo de Crédito diferido no período, conforme a Tabela 4.3.6","C","003*","",""
"M300","pva","1","REG","Texto fixo contendo M300","C","004","",""
"M300","pva","2","COD_CONT","Código da contribuição  social diferida em períodos anteriores , conforme a Tabela 4.3.5","C","002","","O"
"M300","pva","3","VL_CONT_APUR_DIFER","Valor da Contribuição Apurada, diferida em períodos anteriores","N","","2","O"
